country,year,asset_class,value
Congo (Kinshasa),2016,LT Debt,0
Congo (Kinshasa),2016,ST Debt,0
Congo (Kinshasa),2015,Total,0
Congo (Kinshasa),2015,Equity,0
Congo (Kinshasa),2015,LT Debt,0
Congo (Kinshasa),2015,ST Debt,0
Congo (Kinshasa),2014,Total,0
Congo (Kinshasa),2014,Equity,0
Congo (Kinshasa),2014,LT Debt,0
Congo (Kinshasa),2014,ST Debt,0
Congo (Kinshasa),2013,Total,0
Congo (Kinshasa),2013,Equity,0
Congo (Kinshasa),2013,LT Debt,0
Congo (Kinshasa),2013,ST Debt,0
Congo (Kinshasa),2012,Total,0
Congo (Kinshasa),2012,Equity,0
Congo (Kinshasa),2012,LT Debt,0
Congo (Kinshasa),2012,ST Debt,0
Congo (Kinshasa),2011,Total,0
Congo (Kinshasa),2011,Equity,0
Congo (Kinshasa),2011,LT Debt,0
Congo (Kinshasa),2011,ST Debt,0
Congo (Kinshasa),2010,Total,0
Congo (Kinshasa),2010,Equity,0
Congo (Kinshasa),2010,LT Debt,0
Congo (Kinshasa),2010,ST Debt,0
Congo (Kinshasa),2009,Total,0
Congo (Kinshasa),2009,Equity,0
Congo (Kinshasa),2009,LT Debt,0
Congo (Kinshasa),2009,ST Debt,0
Congo (Kinshasa),2008,Total,0
Congo (Kinshasa),2008,Equity,0
Congo (Kinshasa),2008,LT Debt,0
Congo (Kinshasa),2008,ST Debt,0
Congo (Kinshasa),2007,Total,0
Congo (Kinshasa),2007,Equity,0
Congo (Kinshasa),2007,LT Debt,0
Congo (Kinshasa),2007,ST Debt,0
Congo (Kinshasa),2006,Total,0
Congo (Kinshasa),2006,Equity,0
Congo (Kinshasa),2006,LT Debt,0
Congo (Kinshasa),2006,ST Debt,0
Congo (Kinshasa),2005,Total,0
Congo (Kinshasa),2005,Equity,0
Congo (Kinshasa),2005,LT Debt,0
Congo (Kinshasa),2005,ST Debt,0
Congo (Kinshasa),2004,Total,0
Congo (Kinshasa),2004,Equity,0
Congo (Kinshasa),2004,LT Debt,0
Congo (Kinshasa),2004,ST Debt,0
Congo (Kinshasa),2003,Total,0
Congo (Kinshasa),2003,Equity,0
Congo (Kinshasa),2003,LT Debt,0
Congo (Kinshasa),2003,ST Debt,0
Cook Islands,2020,Total,0.012
Cook Islands,2020,Equity,0.012
Cook Islands,2020,LT Debt,0
Cook Islands,2020,ST Debt,0
Cook Islands,2019,Total,0.01
Cook Islands,2019,Equity,0.01
Cook Islands,2019,LT Debt,0
Cook Islands,2019,ST Debt,0
Cook Islands,2018,Total,0.002
Cook Islands,2018,Equity,0.002
Cook Islands,2018,LT Debt,0
Cook Islands,2018,ST Debt,0
Cook Islands,2017,Total,0
Cook Islands,2017,Equity,0
Cook Islands,2017,LT Debt,0
Cook Islands,2017,ST Debt,0
Cook Islands,2016,Total,0.001
Cook Islands,2016,Equity,0.001
Cook Islands,2016,LT Debt,0
Cook Islands,2016,ST Debt,0
Cook Islands,2015,Total,0
Cook Islands,2015,Equity,0
Cook Islands,2015,LT Debt,0
Cook Islands,2015,ST Debt,0
Cook Islands,2014,Total,0.001
Cook Islands,2014,Equity,0.001
Cook Islands,2014,LT Debt,0
Cook Islands,2014,ST Debt,0
Cook Islands,2013,Total,0.001
Cook Islands,2013,Equity,0.001
Cook Islands,2013,LT Debt,0
Cook Islands,2013,ST Debt,0
Cook Islands,2012,Total,0.007
Cook Islands,2012,Equity,0.007
Cook Islands,2012,LT Debt,0
Cook Islands,2012,ST Debt,0
Cook Islands,2011,Total,0.006
Cook Islands,2011,Equity,0.006
Cook Islands,2011,LT Debt,0
Cook Islands,2011,ST Debt,0
Cook Islands,2010,Total,0.006
Cook Islands,2010,Equity,0.006
Cook Islands,2010,LT Debt,0
Cook Islands,2010,ST Debt,0
Cook Islands,2009,Total,0.001
Cook Islands,2009,Equity,0.001
Cook Islands,2009,LT Debt,0
Cook Islands,2009,ST Debt,0
Cook Islands,2008,Total,0.001
Cook Islands,2008,Equity,0.001
Cook Islands,2008,LT Debt,0
Cook Islands,2008,ST Debt,0
Cook Islands,2007,Total,NA
Cook Islands,2007,Equity,NA
Cook Islands,2007,LT Debt,0
Cook Islands,2007,ST Debt,0
Cook Islands,2006,Total,NA
Cook Islands,2006,Equity,NA
Cook Islands,2006,LT Debt,0
Cook Islands,2006,ST Debt,0
Cook Islands,2005,Total,0.073
Cook Islands,2005,Equity,0.073
Cook Islands,2005,LT Debt,0
Cook Islands,2005,ST Debt,0
Cook Islands,2004,Total,NA
Cook Islands,2004,Equity,NA
Cook Islands,2004,LT Debt,0
Cook Islands,2004,ST Debt,0
Cook Islands,2003,Total,0
Cook Islands,2003,Equity,0
Cook Islands,2003,LT Debt,0
Cook Islands,2003,ST Debt,0
Costa Rica,2020,Total,1.642
Costa Rica,2020,Equity,0.002
Costa Rica,2020,LT Debt,1.64
Costa Rica,2020,ST Debt,0
Costa Rica,2019,Total,2.187
Costa Rica,2019,Equity,0.007
Costa Rica,2019,LT Debt,2.18
Costa Rica,2019,ST Debt,0
Costa Rica,2018,Total,1.479
Costa Rica,2018,Equity,0.008
Costa Rica,2018,LT Debt,1.471
Costa Rica,2018,ST Debt,0
Costa Rica,2017,Total,2.206
Costa Rica,2017,Equity,0.011
Costa Rica,2017,LT Debt,2.196
Costa Rica,2017,ST Debt,0
Costa Rica,2016,Total,1.82
Costa Rica,2016,Equity,0.007
Costa Rica,2016,LT Debt,1.813
Costa Rica,2016,ST Debt,0
Costa Rica,2015,Total,1.723
Costa Rica,2015,Equity,0.012
Costa Rica,2015,LT Debt,1.711
Costa Rica,2015,ST Debt,0
Costa Rica,2014,Total,1.473
Costa Rica,2014,Equity,0.026
Costa Rica,2014,LT Debt,1.447
Costa Rica,2014,ST Debt,0
Costa Rica,2013,Total,1.432
Costa Rica,2013,Equity,0.018
Costa Rica,2013,LT Debt,1.413
Costa Rica,2013,ST Debt,0.001
Costa Rica,2012,Total,0.769
Costa Rica,2012,Equity,0.009
Costa Rica,2012,LT Debt,0.76
Costa Rica,2012,ST Debt,NA
Costa Rica,2011,Total,0.152
Costa Rica,2011,Equity,0.003
Costa Rica,2011,LT Debt,0.15
Costa Rica,2011,ST Debt,0
Costa Rica,2010,Total,0.122
Costa Rica,2010,Equity,0.001
Costa Rica,2010,LT Debt,0.121
Costa Rica,2010,ST Debt,0
Costa Rica,2009,Total,0.171
Costa Rica,2009,Equity,0.001
Costa Rica,2009,LT Debt,0.17
Costa Rica,2009,ST Debt,0
Costa Rica,2008,Total,0.26
Costa Rica,2008,Equity,NA
Costa Rica,2008,LT Debt,0.255
Costa Rica,2008,ST Debt,0.005
Costa Rica,2007,Total,0.379
Costa Rica,2007,Equity,NA
Costa Rica,2007,LT Debt,0.373
Costa Rica,2007,ST Debt,0.006
Costa Rica,2006,Total,0.34
Costa Rica,2006,Equity,0.002
Costa Rica,2006,LT Debt,0.315
Costa Rica,2006,ST Debt,0.023
Costa Rica,2005,Total,0.439
Costa Rica,2005,Equity,0.02
Costa Rica,2005,LT Debt,0.4
Costa Rica,2005,ST Debt,0.019
Costa Rica,2004,Total,0.26
Costa Rica,2004,Equity,0.005
Costa Rica,2004,LT Debt,0.236
Costa Rica,2004,ST Debt,0.019
Costa Rica,2003,Total,0.337
Costa Rica,2003,Equity,0.005
Costa Rica,2003,LT Debt,0.313
Costa Rica,2003,ST Debt,0.019
Cote d'Ivoire,2020,Total,2.273
Cote d'Ivoire,2020,Equity,0.014
Cote d'Ivoire,2020,LT Debt,2.259
Cote d'Ivoire,2020,ST Debt,0
Cote d'Ivoire,2019,Total,2.026
Cote d'Ivoire,2019,Equity,0.011
Cote d'Ivoire,2019,LT Debt,2.015
Cote d'Ivoire,2019,ST Debt,0
Cote d'Ivoire,2018,Total,1.765
Cote d'Ivoire,2018,Equity,0.054
Cote d'Ivoire,2018,LT Debt,1.711
Cote d'Ivoire,2018,ST Debt,0
Cote d'Ivoire,2017,Total,1.665
Cote d'Ivoire,2017,Equity,0.017
Cote d'Ivoire,2017,LT Debt,1.648
Cote d'Ivoire,2017,ST Debt,0
Cote d'Ivoire,2016,Total,1.345
Cote d'Ivoire,2016,Equity,0.016
Cote d'Ivoire,2016,LT Debt,1.33
Cote d'Ivoire,2016,ST Debt,0
Cote d'Ivoire,2015,Total,1.858
Cote d'Ivoire,2015,Equity,0.006
Cote d'Ivoire,2015,LT Debt,1.852
Cote d'Ivoire,2015,ST Debt,0
Cote d'Ivoire,2014,Total,1.022
Cote d'Ivoire,2014,Equity,0.007
Cote d'Ivoire,2014,LT Debt,1.014
Cote d'Ivoire,2014,ST Debt,0
Cote d'Ivoire,2013,Total,0.789
Cote d'Ivoire,2013,Equity,0.009
Cote d'Ivoire,2013,LT Debt,0.78
Cote d'Ivoire,2013,ST Debt,0
Cote d'Ivoire,2012,Total,0.717
Cote d'Ivoire,2012,Equity,0.005
Cote d'Ivoire,2012,LT Debt,0.711
Cote d'Ivoire,2012,ST Debt,0
Cote d'Ivoire,2011,Total,0.289
Cote d'Ivoire,2011,Equity,0.005
Cote d'Ivoire,2011,LT Debt,0.284
Cote d'Ivoire,2011,ST Debt,0
Cote d'Ivoire,2010,Total,0.181
Cote d'Ivoire,2010,Equity,0.003
Cote d'Ivoire,2010,LT Debt,0.178
Cote d'Ivoire,2010,ST Debt,0
Cote d'Ivoire,2009,Total,0.263
Cote d'Ivoire,2009,Equity,0.003
Cote d'Ivoire,2009,LT Debt,0.261
Cote d'Ivoire,2009,ST Debt,0
Cote d'Ivoire,2008,Total,0.061
Cote d'Ivoire,2008,Equity,NA
Cote d'Ivoire,2008,LT Debt,0.061
Cote d'Ivoire,2008,ST Debt,0
Cote d'Ivoire,2007,Total,0.158
Cote d'Ivoire,2007,Equity,0.001
Cote d'Ivoire,2007,LT Debt,0.158
Cote d'Ivoire,2007,ST Debt,0
Cote d'Ivoire,2006,Total,0.095
Cote d'Ivoire,2006,Equity,0
Cote d'Ivoire,2006,LT Debt,0.095
Cote d'Ivoire,2006,ST Debt,0
Cote d'Ivoire,2005,Total,0.092
Cote d'Ivoire,2005,Equity,0
Cote d'Ivoire,2005,LT Debt,0.092
Cote d'Ivoire,2005,ST Debt,0
Cote d'Ivoire,2004,Total,0.098
Cote d'Ivoire,2004,Equity,0.002
Cote d'Ivoire,2004,LT Debt,0.095
Cote d'Ivoire,2004,ST Debt,0
Cote d'Ivoire,2003,Total,0.096
Cote d'Ivoire,2003,Equity,0
Cote d'Ivoire,2003,LT Debt,0.096
Cote d'Ivoire,2003,ST Debt,0
Croatia,2020,Total,1.631
Croatia,2020,Equity,0.068
Croatia,2020,LT Debt,1.563
Croatia,2020,ST Debt,0
Croatia,2019,Total,1.73
Croatia,2019,Equity,0.111
Croatia,2019,LT Debt,1.619
Croatia,2019,ST Debt,0
Croatia,2018,Total,1.753
Croatia,2018,Equity,0.123
Croatia,2018,LT Debt,1.63
Croatia,2018,ST Debt,0
Croatia,2017,Total,2.283
Croatia,2017,Equity,0.242
Croatia,2017,LT Debt,2.041
Croatia,2017,ST Debt,0
Croatia,2016,Total,2.688
Croatia,2016,Equity,0.187
Croatia,2016,LT Debt,2.501
Croatia,2016,ST Debt,0
Croatia,2015,Total,2.799
Croatia,2015,Equity,0.119
Croatia,2015,LT Debt,2.68
Croatia,2015,ST Debt,0
Croatia,2014,Total,2.591
Croatia,2014,Equity,0.157
Croatia,2014,LT Debt,2.433
Croatia,2014,ST Debt,0
Croatia,2013,Total,2.763
Croatia,2013,Equity,0.129
Croatia,2013,LT Debt,2.634
Croatia,2013,ST Debt,0
Croatia,2012,Total,2.276
Croatia,2012,Equity,0.107
Croatia,2012,LT Debt,2.081
Croatia,2012,ST Debt,0.088
Croatia,2011,Total,1.337
Croatia,2011,Equity,0.095
Croatia,2011,LT Debt,1.161
Croatia,2011,ST Debt,0.081
Croatia,2010,Total,0.984
Croatia,2010,Equity,0.11
Croatia,2010,LT Debt,0.85
Croatia,2010,ST Debt,0.024
Croatia,2009,Total,0.779
Croatia,2009,Equity,0.087
Croatia,2009,LT Debt,0.693
Croatia,2009,ST Debt,0
Croatia,2008,Total,0.27
Croatia,2008,Equity,0.062
Croatia,2008,LT Debt,0.208
Croatia,2008,ST Debt,0
Croatia,2007,Total,0.469
Croatia,2007,Equity,0.164
Croatia,2007,LT Debt,0.304
Croatia,2007,ST Debt,0
Croatia,2006,Total,0.4
Croatia,2006,Equity,0.074
Croatia,2006,LT Debt,0.326
Croatia,2006,ST Debt,0
Croatia,2005,Total,0.703
Croatia,2005,Equity,0.189
Croatia,2005,LT Debt,0.514
Croatia,2005,ST Debt,0
Croatia,2004,Total,0.716
Croatia,2004,Equity,0.234
Croatia,2004,LT Debt,0.482
Croatia,2004,ST Debt,0
Croatia,2003,Total,0.676
Croatia,2003,Equity,0.27
Croatia,2003,LT Debt,0.406
Croatia,2003,ST Debt,0
Cuba,2020,Total,0
Cuba,2020,Equity,0
Cuba,2020,LT Debt,0
Cuba,2020,ST Debt,0
Cuba,2019,Total,0
Cuba,2019,Equity,0
Cuba,2019,LT Debt,0
Cuba,2019,ST Debt,0
Cuba,2018,Total,0
Cuba,2018,Equity,0
Cuba,2018,LT Debt,0
Cuba,2018,ST Debt,0
Cuba,2017,Total,NA
Cuba,2017,Equity,0
Cuba,2017,LT Debt,NA
Cuba,2017,ST Debt,0
Cuba,2016,Total,0.002
Cuba,2016,Equity,0
Cuba,2016,LT Debt,0.002
Cuba,2016,ST Debt,0
Cuba,2015,Total,NA
Cuba,2015,Equity,0
Cuba,2015,LT Debt,NA
Cuba,2015,ST Debt,0
Cuba,2014,Total,0.002
Cuba,2014,Equity,0
Cuba,2014,LT Debt,0.002
Cuba,2014,ST Debt,0
Cuba,2013,Total,NA
Cuba,2013,Equity,NA
Cuba,2013,LT Debt,0
Cuba,2013,ST Debt,0
Cuba,2012,Total,NA
Cuba,2012,Equity,NA
Cuba,2012,LT Debt,0
Cuba,2012,ST Debt,0
Cuba,2011,Total,NA
Cuba,2011,Equity,NA
Cuba,2011,LT Debt,NA
Cuba,2011,ST Debt,0
Cuba,2010,Total,NA
Cuba,2010,Equity,NA
Cuba,2010,LT Debt,NA
Cuba,2010,ST Debt,0
Cuba,2009,Total,NA
Cuba,2009,Equity,NA
Cuba,2009,LT Debt,0
Cuba,2009,ST Debt,0
Cuba,2008,Total,NA
Cuba,2008,Equity,NA
Cuba,2008,LT Debt,0
Cuba,2008,ST Debt,0
Cuba,2007,Total,NA
Cuba,2007,Equity,NA
Cuba,2007,LT Debt,0
Cuba,2007,ST Debt,0
Cuba,2006,Total,NA
Cuba,2006,Equity,NA
Cuba,2006,LT Debt,0
Cuba,2006,ST Debt,0
Cuba,2005,Total,NA
Cuba,2005,Equity,NA
Cuba,2005,LT Debt,0
Cuba,2005,ST Debt,0
Cuba,2004,Total,0.001
Cuba,2004,Equity,NA
Cuba,2004,LT Debt,0.001
Cuba,2004,ST Debt,0
Cuba,2003,Total,NA
Cuba,2003,Equity,NA
Cuba,2003,LT Debt,0
Cuba,2003,ST Debt,0
Curacao,2020,Total,22.983
Curacao,2020,Equity,20.813
Curacao,2020,LT Debt,2.089
Curacao,2020,ST Debt,0.081
Curacao,2019,Total,40.926
Curacao,2019,Equity,39.6
Curacao,2019,LT Debt,1.322
Curacao,2019,ST Debt,0.004
Curacao,2018,Total,36.602
Curacao,2018,Equity,35.311
Curacao,2018,LT Debt,1.288
Curacao,2018,ST Debt,0.003
Curacao,2017,Total,72.738
Curacao,2017,Equity,70.037
Curacao,2017,LT Debt,2.652
Curacao,2017,ST Debt,0.048
Curacao,2016,Total,90.883
Curacao,2016,Equity,88.188
Curacao,2016,LT Debt,2.258
Curacao,2016,ST Debt,0.437
Curacao,2015,Total,70.092
Curacao,2015,Equity,67.008
Curacao,2015,LT Debt,2.944
Curacao,2015,ST Debt,0.14
Curacao,2014,Total,81.653
Curacao,2014,Equity,77.665
Curacao,2014,LT Debt,3.776
Curacao,2014,ST Debt,0.213
Curacao,2013,Total,86.09
Curacao,2013,Equity,82.537
Curacao,2013,LT Debt,3.553
Curacao,2013,ST Debt,NA
Curacao,2012,Total,NA
Curacao,2012,Equity,NA
Curacao,2012,LT Debt,NA
Curacao,2012,ST Debt,NA
Curacao,2011,Total,NA
Curacao,2011,Equity,NA
Curacao,2011,LT Debt,NA
Curacao,2011,ST Debt,NA
Curacao,2010,Total,NA
Curacao,2010,Equity,NA
Curacao,2010,LT Debt,NA
Curacao,2010,ST Debt,NA
Curacao,2009,Total,NA
Curacao,2009,Equity,NA
Curacao,2009,LT Debt,NA
Curacao,2009,ST Debt,NA
Curacao,2008,Total,NA
Curacao,2008,Equity,NA
Curacao,2008,LT Debt,NA
Curacao,2008,ST Debt,NA
Curacao,2007,Total,NA
Curacao,2007,Equity,NA
Curacao,2007,LT Debt,NA
Curacao,2007,ST Debt,NA
Curacao,2006,Total,NA
Curacao,2006,Equity,NA
Curacao,2006,LT Debt,NA
Curacao,2006,ST Debt,NA
Curacao,2005,Total,NA
Curacao,2005,Equity,NA
Curacao,2005,LT Debt,NA
Curacao,2005,ST Debt,NA
Curacao,2004,Total,NA
Curacao,2004,Equity,NA
Curacao,2004,LT Debt,NA
Curacao,2004,ST Debt,NA
Curacao,2003,Total,NA
Curacao,2003,Equity,NA
Curacao,2003,LT Debt,NA
Curacao,2003,ST Debt,NA
Cyprus,2020,Total,3.756
Cyprus,2020,Equity,2.684
Cyprus,2020,LT Debt,1.072
Cyprus,2020,ST Debt,0
Cyprus,2019,Total,2.61
Cyprus,2019,Equity,1.527
Cyprus,2019,LT Debt,1.084
Cyprus,2019,ST Debt,0
Cyprus,2018,Total,1.831
Cyprus,2018,Equity,0.86
Cyprus,2018,LT Debt,0.971
Cyprus,2018,ST Debt,0
Cyprus,2017,Total,2.115
Cyprus,2017,Equity,0.927
Cyprus,2017,LT Debt,1.189
Cyprus,2017,ST Debt,0
Cyprus,2016,Total,1.549
Cyprus,2016,Equity,0.667
Cyprus,2016,LT Debt,0.882
Cyprus,2016,ST Debt,0
Cyprus,2015,Total,1.549
Cyprus,2015,Equity,0.862
Cyprus,2015,LT Debt,0.687
Cyprus,2015,ST Debt,NA
Cyprus,2014,Total,1.716
Cyprus,2014,Equity,1.242
Cyprus,2014,LT Debt,0.474
Cyprus,2014,ST Debt,0
Cyprus,2013,Total,3.297
Cyprus,2013,Equity,2.685
Cyprus,2013,LT Debt,0.453
Cyprus,2013,ST Debt,0.159
Cyprus,2012,Total,1.586
Cyprus,2012,Equity,1.237
Cyprus,2012,LT Debt,0.348
Cyprus,2012,ST Debt,0.002
Cyprus,2011,Total,1.546
Cyprus,2011,Equity,0.974
Cyprus,2011,LT Debt,0.226
Cyprus,2011,ST Debt,0.345
Cyprus,2010,Total,1.355
Cyprus,2010,Equity,0.962
Cyprus,2010,LT Debt,0.085
Cyprus,2010,ST Debt,0.308
Cyprus,2009,Total,0.882
Cyprus,2009,Equity,0.793
Cyprus,2009,LT Debt,0.089
Cyprus,2009,ST Debt,0
Cyprus,2008,Total,0.525
Cyprus,2008,Equity,0.425
Cyprus,2008,LT Debt,0.1
Cyprus,2008,ST Debt,0
Cyprus,2007,Total,2.968
Cyprus,2007,Equity,2.305
Cyprus,2007,LT Debt,0.338
Cyprus,2007,ST Debt,0.325
Cyprus,2006,Total,1.123
Cyprus,2006,Equity,0.726
Cyprus,2006,LT Debt,0.093
Cyprus,2006,ST Debt,0.304
Cyprus,2005,Total,0.21
Cyprus,2005,Equity,0.105
Cyprus,2005,LT Debt,0.103
Cyprus,2005,ST Debt,0.002
Cyprus,2004,Total,0.103
Cyprus,2004,Equity,0.003
Cyprus,2004,LT Debt,0.1
Cyprus,2004,ST Debt,NA
Cyprus,2003,Total,0.101
Cyprus,2003,Equity,0.017
Cyprus,2003,LT Debt,0.083
Cyprus,2003,ST Debt,NA
Czech Republic,2020,Total,3.612
Czech Republic,2020,Equity,1.614
Czech Republic,2020,LT Debt,1.998
Czech Republic,2020,ST Debt,0
Czech Republic,2019,Total,3.959
Czech Republic,2019,Equity,2.1
Czech Republic,2019,LT Debt,1.798
Czech Republic,2019,ST Debt,0.061
Czech Republic,2018,Total,4.093
Czech Republic,2018,Equity,2.176
Czech Republic,2018,LT Debt,1.824
Czech Republic,2018,ST Debt,0.093
Czech Republic,2017,Total,4.764
Czech Republic,2017,Equity,2.558
Czech Republic,2017,LT Debt,1.956
Czech Republic,2017,ST Debt,0.251
Czech Republic,2016,Total,2.691
Czech Republic,2016,Equity,1.962
Czech Republic,2016,LT Debt,0.728
Czech Republic,2016,ST Debt,0
Czech Republic,2015,Total,2.938
Czech Republic,2015,Equity,1.81
Czech Republic,2015,LT Debt,0.765
Czech Republic,2015,ST Debt,0.363
Czech Republic,2014,Total,3.103
Czech Republic,2014,Equity,2.248
Czech Republic,2014,LT Debt,0.855
Czech Republic,2014,ST Debt,0
Czech Republic,2013,Total,3.517
Czech Republic,2013,Equity,2.683
Czech Republic,2013,LT Debt,0.833
Czech Republic,2013,ST Debt,0
Czech Republic,2012,Total,4.42
Czech Republic,2012,Equity,3.506
Czech Republic,2012,LT Debt,0.914
Czech Republic,2012,ST Debt,0
Czech Republic,2011,Total,4.279
Czech Republic,2011,Equity,3.762
Czech Republic,2011,LT Debt,0.517
Czech Republic,2011,ST Debt,0
Czech Republic,2010,Total,4.872
Czech Republic,2010,Equity,4.553
Czech Republic,2010,LT Debt,0.32
Czech Republic,2010,ST Debt,0
Czech Republic,2009,Total,4.743
Czech Republic,2009,Equity,4.567
Czech Republic,2009,LT Debt,0.177
Czech Republic,2009,ST Debt,0
Czech Republic,2008,Total,3.753
Czech Republic,2008,Equity,3.682
Czech Republic,2008,LT Debt,0.071
Czech Republic,2008,ST Debt,0
Czech Republic,2007,Total,5.352
Czech Republic,2007,Equity,5.155
Czech Republic,2007,LT Debt,0.196
Czech Republic,2007,ST Debt,0
Czech Republic,2006,Total,3.07
Czech Republic,2006,Equity,3.045
Czech Republic,2006,LT Debt,0.026
Czech Republic,2006,ST Debt,0
Czech Republic,2005,Total,1.742
Czech Republic,2005,Equity,1.727
Czech Republic,2005,LT Debt,0.015
Czech Republic,2005,ST Debt,0
Czech Republic,2004,Total,1.876
Czech Republic,2004,Equity,1.843
Czech Republic,2004,LT Debt,0.033
Czech Republic,2004,ST Debt,0
Czech Republic,2003,Total,1.293
Czech Republic,2003,Equity,1.249
Czech Republic,2003,LT Debt,0.044
Czech Republic,2003,ST Debt,0
Denmark,2020,Total,158.178
Denmark,2020,Equity,139.483
Denmark,2020,LT Debt,16.162
Denmark,2020,ST Debt,2.533
Denmark,2019,Total,114.745
Denmark,2019,Equity,97.919
Denmark,2019,LT Debt,16.153
Denmark,2019,ST Debt,0.673
Denmark,2018,Total,83.605
Denmark,2018,Equity,72.315
Denmark,2018,LT Debt,10.491
Denmark,2018,ST Debt,0.799
Denmark,2017,Total,110.15
Denmark,2017,Equity,84.925
Denmark,2017,LT Debt,24.761
Denmark,2017,ST Debt,0.464
Denmark,2016,Total,75.34
Denmark,2016,Equity,61.68
Denmark,2016,LT Debt,13.241
Denmark,2016,ST Debt,0.418
Denmark,2015,Total,90.082
Denmark,2015,Equity,79.656
Denmark,2015,LT Debt,8.739
Denmark,2015,ST Debt,1.687
Denmark,2014,Total,69.233
Denmark,2014,Equity,62.8
Denmark,2014,LT Debt,6.332
Denmark,2014,ST Debt,0.1
Denmark,2013,Total,61.46
Denmark,2013,Equity,55.062
Denmark,2013,LT Debt,6.399
Denmark,2013,ST Debt,0
Denmark,2012,Total,49.27
Denmark,2012,Equity,43.318
Denmark,2012,LT Debt,5.569
Denmark,2012,ST Debt,0.382
Denmark,2011,Total,43.235
Denmark,2011,Equity,32.533
Denmark,2011,LT Debt,7.464
Denmark,2011,ST Debt,3.238
Denmark,2010,Total,48.905
Denmark,2010,Equity,38.236
Denmark,2010,LT Debt,8.939
Denmark,2010,ST Debt,1.73
Denmark,2009,Total,37.583
Denmark,2009,Equity,26.952
Denmark,2009,LT Debt,7.565
Denmark,2009,ST Debt,3.065
Denmark,2008,Total,32.336
Denmark,2008,Equity,19.757
Denmark,2008,LT Debt,10.468
Denmark,2008,ST Debt,2.112
Denmark,2007,Total,47.165
Denmark,2007,Equity,32.975
Denmark,2007,LT Debt,12.834
Denmark,2007,ST Debt,1.356
Denmark,2006,Total,33.978
Denmark,2006,Equity,21.236
Denmark,2006,LT Debt,11.806
Denmark,2006,ST Debt,0.936
Denmark,2005,Total,25.276
Denmark,2005,Equity,15.652
Denmark,2005,LT Debt,8.97
Denmark,2005,ST Debt,0.653
Denmark,2004,Total,23.882
Denmark,2004,Equity,14.488
Denmark,2004,LT Debt,8.292
Denmark,2004,ST Debt,1.103
Denmark,2003,Total,22.141
Denmark,2003,Equity,10.429
Denmark,2003,LT Debt,9.987
Denmark,2003,ST Debt,1.725
Djibouti,2020,Total,0
Djibouti,2020,Equity,0
Djibouti,2020,LT Debt,0
Djibouti,2020,ST Debt,0
Djibouti,2019,Total,0
Djibouti,2019,Equity,0
Djibouti,2019,LT Debt,0
Djibouti,2019,ST Debt,0
Djibouti,2018,Total,0
Djibouti,2018,Equity,0
Djibouti,2018,LT Debt,0
Djibouti,2018,ST Debt,0
Djibouti,2017,Total,0
Djibouti,2017,Equity,0
Djibouti,2017,LT Debt,0
Djibouti,2017,ST Debt,0
Djibouti,2016,Total,0
Djibouti,2016,Equity,0
Djibouti,2016,LT Debt,0
Djibouti,2016,ST Debt,0
Djibouti,2015,Total,0
Djibouti,2015,Equity,0
Djibouti,2015,LT Debt,0
Djibouti,2015,ST Debt,0
Djibouti,2014,Total,0
Djibouti,2014,Equity,0
Djibouti,2014,LT Debt,0
Djibouti,2014,ST Debt,0
Djibouti,2013,Total,0
Djibouti,2013,Equity,0
Djibouti,2013,LT Debt,0
Djibouti,2013,ST Debt,0
Djibouti,2012,Total,0
Djibouti,2012,Equity,0
Djibouti,2012,LT Debt,0
Djibouti,2012,ST Debt,0
Djibouti,2011,Total,0
Djibouti,2011,Equity,0
Djibouti,2011,LT Debt,0
Djibouti,2011,ST Debt,0
Djibouti,2010,Total,0
Djibouti,2010,Equity,0
Djibouti,2010,LT Debt,0
Djibouti,2010,ST Debt,0
Djibouti,2009,Total,0
Djibouti,2009,Equity,0
Djibouti,2009,LT Debt,0
Djibouti,2009,ST Debt,0
Djibouti,2008,Total,0
Djibouti,2008,Equity,0
Djibouti,2008,LT Debt,0
Djibouti,2008,ST Debt,0
Djibouti,2007,Total,0
Djibouti,2007,Equity,0
Djibouti,2007,LT Debt,0
Djibouti,2007,ST Debt,0
Djibouti,2006,Total,0
Djibouti,2006,Equity,0
Djibouti,2006,LT Debt,0
Djibouti,2006,ST Debt,0
Djibouti,2005,Total,0
Djibouti,2005,Equity,0
Djibouti,2005,LT Debt,0
Djibouti,2005,ST Debt,0
Djibouti,2004,Total,0
Djibouti,2004,Equity,0
Djibouti,2004,LT Debt,0
Djibouti,2004,ST Debt,0
Djibouti,2003,Total,0
Djibouti,2003,Equity,0
Djibouti,2003,LT Debt,0
Djibouti,2003,ST Debt,0
Dominica,2020,Total,0
Dominica,2020,Equity,0
Dominica,2020,LT Debt,0
Dominica,2020,ST Debt,0
Dominica,2019,Total,0
Dominica,2019,Equity,0
Dominica,2019,LT Debt,0
Dominica,2019,ST Debt,0
Dominica,2018,Total,0
Dominica,2018,Equity,0
Dominica,2018,LT Debt,0
Dominica,2018,ST Debt,0
Dominica,2017,Total,0
Dominica,2017,Equity,0
Dominica,2017,LT Debt,0
Dominica,2017,ST Debt,0
Dominica,2016,Total,0
Dominica,2016,Equity,0
Dominica,2016,LT Debt,0
Dominica,2016,ST Debt,0
Dominica,2015,Total,0
Dominica,2015,Equity,0
